p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
1.77E-138,-0.655494951,0.287,0.491,5.34E-134,macrophage,EFEMP1
2.00E-138,0.463206969,0.473,0.412,6.03E-134,macrophage,TUBA1B
2.14E-138,0.458740636,0.477,0.445,6.47E-134,macrophage,HSPB1
2.27E-138,0.54254728,0.113,0.019,6.86E-134,macrophage,TREM2
7.67E-138,-0.541926336,0.395,0.599,2.32E-133,macrophage,ISLR
1.19E-137,-0.762314523,0.184,0.381,3.60E-133,macrophage,DPT
2.10E-137,0.502059156,0.406,0.326,6.35E-133,macrophage,ATP5EP2
2.27E-137,0.603268714,0.391,0.258,6.85E-133,macrophage,ATF3
9.24E-137,-0.537868972,0.126,0.322,2.79E-132,macrophage,RPSA
2.96E-136,0.399089615,0.611,0.562,8.94E-132,macrophage,IFI27
3.16E-136,-0.375533355,0.473,0.681,9.53E-132,macrophage,CALM1
4.92E-136,0.325781624,0.517,0.5,1.49E-131,macrophage,RHOA
9.13E-136,-0.723651483,0.248,0.439,2.76E-131,macrophage,CTGF
1.57E-135,-0.372724235,0.458,0.677,4.74E-131,macrophage,RPS5
2.72E-135,0.619224596,0.263,0.142,8.21E-131,macrophage,PLXND1
1.17E-133,-0.322643916,0.453,0.671,3.54E-129,macrophage,RPS9
2.07E-133,0.61218638,0.196,0.084,6.25E-129,macrophage,ABHD12
2.54E-133,-0.542216483,0.107,0.293,7.67E-129,macrophage,PRRX1
7.18E-133,0.637199045,0.188,0.069,2.17E-128,macrophage,SH2B3
2.51E-132,0.607753277,0.221,0.104,7.58E-128,macrophage,ATP6V0D1
3.63E-132,0.600528092,0.202,0.105,1.10E-127,macrophage,C1ORF85
1.27E-131,-0.307371688,0.706,0.871,3.85E-127,macrophage,MT-CYB
1.37E-131,0.556873147,0.375,0.271,4.14E-127,macrophage,PER1
1.59E-131,-0.63273372,0.646,0.608,4.79E-127,macrophage,IGHG1
4.53E-131,-0.497527745,0.132,0.326,1.37E-126,macrophage,PSIP1
4.68E-131,-0.399858016,0.392,0.612,1.41E-126,macrophage,AKAP9
9.71E-131,-0.638815432,0.181,0.382,2.93E-126,macrophage,ITGBL1
1.69E-130,0.461589376,0.363,0.306,5.10E-126,macrophage,CRTAP
4.21E-130,0.560428039,0.123,0.024,1.27E-125,macrophage,TM6SF1
5.97E-130,-0.891925592,0.108,0.276,1.80E-125,macrophage,CD2
1.04E-129,0.538693544,0.133,0.031,3.15E-125,macrophage,NCEH1
1.10E-129,-0.466989948,0.051,0.203,3.33E-125,macrophage,DDR2
1.43E-129,0.522851651,0.141,0.03,4.32E-125,macrophage,MPEG1
4.45E-129,0.410884321,0.421,0.378,1.34E-124,macrophage,CAPNS1
1.15E-128,-0.4844736,0.162,0.362,3.48E-124,macrophage,MRC2
1.31E-128,0.484322444,0.374,0.306,3.95E-124,macrophage,PCBP1
2.87E-128,0.605858764,0.182,0.075,8.67E-124,macrophage,PLEKHO2
6.57E-128,-0.449981981,0.111,0.29,1.99E-123,macrophage,MXRA8
9.50E-128,0.611855529,0.187,0.087,2.87E-123,macrophage,RGL1
1.29E-127,-0.494419783,0.402,0.607,3.89E-123,macrophage,IFITM3
2.08E-127,-0.44006368,0.196,0.401,6.27E-123,macrophage,MATR3
2.58E-127,-0.40551022,0.143,0.332,7.78E-123,macrophage,LY6E
8.02E-127,0.655131539,0.214,0.087,2.42E-122,macrophage,TFRC
8.09E-127,0.617726919,0.333,0.17,2.44E-122,macrophage,IL10RA
1.39E-126,0.479564595,0.326,0.256,4.21E-122,macrophage,PLXDC2
1.77E-126,0.428762439,0.441,0.37,5.36E-122,macrophage,DAZAP2
5.36E-126,-0.46625158,0.235,0.447,1.62E-121,macrophage,PNN
8.68E-126,-0.252090827,0.564,0.76,2.62E-121,macrophage,PTMA
1.46E-125,-0.489936219,0.244,0.455,4.42E-121,macrophage,ARGLU1
1.08E-124,-0.381757996,0.289,0.504,3.25E-120,macrophage,COX6C
5.20E-124,0.522541497,0.118,0.028,1.57E-119,macrophage,ME1
8.84E-124,-0.493309888,0.222,0.429,2.67E-119,macrophage,TCF4
1.04E-123,0.559695268,0.174,0.05,3.14E-119,macrophage,C1ORF162
1.12E-123,0.49653451,0.116,0.021,3.37E-119,macrophage,PTAFR
1.21E-123,-0.604324035,0.804,0.844,3.66E-119,macrophage,CLU
1.54E-123,-0.523327862,0.139,0.329,4.66E-119,macrophage,7-Sep
2.23E-123,-0.334481323,0.477,0.685,6.75E-119,macrophage,RPL18
2.62E-123,0.588930213,0.292,0.175,7.92E-119,macrophage,EFHD2
3.92E-123,0.268970923,0.536,0.549,1.19E-118,macrophage,TMBIM6
7.40E-123,-0.361044586,0.284,0.496,2.23E-118,macrophage,EID1
9.42E-123,0.524955308,0.235,0.147,2.85E-118,macrophage,BRI3
1.05E-122,0.603692086,0.21,0.081,3.17E-118,macrophage,ARRB2
3.27E-121,0.552074415,0.234,0.145,9.89E-117,macrophage,PDXK
3.51E-121,-0.36968421,0.183,0.375,1.06E-116,macrophage,C12ORF57
4.59E-121,-0.523298813,0.075,0.236,1.39E-116,macrophage,ECM2
4.70E-121,-0.514726069,0.402,0.592,1.42E-116,macrophage,PCOLCE
6.69E-121,0.422448324,0.426,0.38,2.02E-116,macrophage,DPP7
2.03E-120,-0.474035798,0.19,0.389,6.14E-116,macrophage,SRRM1
3.68E-120,-0.352650847,0.255,0.459,1.11E-115,macrophage,HP1BP3
5.01E-120,-0.52813072,0.053,0.199,1.51E-115,macrophage,RPL10
5.93E-120,-0.45974564,0.132,0.314,1.79E-115,macrophage,C1GALT1
6.73E-120,-0.38866225,0.122,0.295,2.03E-115,macrophage,NGFRAP1
9.38E-120,-0.455071085,0.23,0.435,2.83E-115,macrophage,LTBP3
1.06E-119,-0.458028661,0.071,0.227,3.19E-115,macrophage,SSC5D
2.26E-119,-0.738176592,0.17,0.349,6.82E-115,macrophage,AEBP1
2.26E-119,0.311449633,0.582,0.559,6.83E-115,macrophage,IQGAP1
9.68E-119,-0.431489653,0.357,0.554,2.92E-114,macrophage,ANKRD12
5.89E-118,0.469571597,0.332,0.252,1.78E-113,macrophage,CEBPB
7.09E-118,0.579931328,0.237,0.131,2.14E-113,macrophage,TNFSF13B
9.26E-118,-0.341531405,0.311,0.52,2.80E-113,macrophage,SRP14
3.79E-117,-0.362913629,0.285,0.491,1.15E-112,macrophage,PSME1
1.31E-116,0.479429962,0.103,0.018,3.97E-112,macrophage,CEBPA
1.54E-116,0.289422205,0.408,0.415,4.65E-112,macrophage,S100A11
2.06E-116,0.384648439,0.365,0.335,6.23E-112,macrophage,CTSA
2.08E-116,-0.496749926,0.142,0.325,6.27E-112,macrophage,ARID5B
2.32E-116,-0.41489727,0.172,0.361,7.01E-112,macrophage,ZRANB2
2.99E-116,-0.795570793,0.105,0.269,9.03E-112,macrophage,TRAC
1.13E-115,0.517123876,0.113,0.028,3.42E-111,macrophage,MCOLN1
1.65E-115,0.451272569,0.272,0.225,4.98E-111,macrophage,HM13
1.99E-115,-0.541244317,0.2,0.396,6.00E-111,macrophage,COL5A2
2.14E-115,-0.457484383,0.054,0.196,6.47E-111,macrophage,RSPO3
3.42E-115,0.461461588,0.413,0.347,1.03E-110,macrophage,CTNNB1
1.35E-114,-0.380854157,0.313,0.518,4.08E-110,macrophage,UBB
1.52E-114,0.516310827,0.293,0.207,4.60E-110,macrophage,RAB31
2.49E-114,0.513236058,0.236,0.149,7.51E-110,macrophage,GNS
5.07E-114,-0.463929022,0.066,0.215,1.53E-109,macrophage,FGF10
1.08E-113,0.47863742,0.102,0.019,3.26E-109,macrophage,PTPRO
2.27E-113,0.552897135,0.281,0.188,6.84E-109,macrophage,DBNL
2.32E-113,-0.52002618,0.35,0.542,7.02E-109,macrophage,ABI3BP
2.43E-113,-0.419657486,0.123,0.294,7.33E-109,macrophage,FGFR1
6.08E-113,-0.46417145,0.082,0.239,1.84E-108,macrophage,HMGN2
6.48E-113,-0.423823595,0.158,0.341,1.96E-108,macrophage,HNRNPH1
7.25E-113,-0.374744608,0.162,0.342,2.19E-108,macrophage,PAM
1.31E-112,0.547401739,0.181,0.106,3.94E-108,macrophage,RAB32
3.73E-112,0.577274864,0.193,0.07,1.13E-107,macrophage,CIITA
7.41E-112,0.572030922,0.231,0.13,2.24E-107,macrophage,PPP1R9B
1.88E-111,-0.562606323,0.189,0.375,5.67E-107,macrophage,CREB5
2.43E-111,-0.481686546,0.064,0.211,7.34E-107,macrophage,RPL41
3.33E-111,0.468178975,0.319,0.247,1.01E-106,macrophage,SDCBP
4.11E-111,0.568449645,0.169,0.074,1.24E-106,macrophage,P2RX4
4.26E-111,0.551001742,0.183,0.121,1.29E-106,macrophage,SUDS3
7.35E-111,-0.480486878,0.098,0.26,2.22E-106,macrophage,NFIA
7.84E-111,0.296849116,0.64,0.607,2.37E-106,macrophage,CD81
8.68E-111,-0.563804144,0.334,0.505,2.62E-106,macrophage,BGN
9.71E-111,-0.515145329,0.098,0.261,2.93E-106,macrophage,FYN
1.11E-110,0.504077876,0.127,0.029,3.35E-106,macrophage,FAM105A
1.20E-110,0.395846044,0.384,0.347,3.62E-106,macrophage,GNB1
1.68E-110,-0.394361474,0.332,0.535,5.09E-106,macrophage,ATRX
4.14E-110,-0.456447295,0.106,0.271,1.25E-105,macrophage,RP11-572C15.6
5.31E-110,-0.527882979,0.182,0.367,1.60E-105,macrophage,SCARA5
5.51E-110,0.344217795,0.379,0.368,1.66E-105,macrophage,NUCB1
7.81E-110,0.570685849,0.193,0.098,2.36E-105,macrophage,TMEM176B
8.80E-110,0.486769356,0.119,0.027,2.66E-105,macrophage,CD86
1.00E-109,0.479187085,0.116,0.027,3.04E-105,macrophage,SLAMF8
1.38E-109,-0.49466651,0.059,0.201,4.17E-105,macrophage,TGFBR3
1.92E-109,-0.344305766,0.258,0.453,5.81E-105,macrophage,SELM
2.81E-109,-0.446010502,0.145,0.321,8.49E-105,macrophage,HIST1H4C
3.44E-109,0.597952582,0.227,0.101,1.04E-104,macrophage,PLCB2
4.67E-109,-0.413357699,0.049,0.183,1.41E-104,macrophage,RUNX1T1
5.42E-109,-0.680713048,0.051,0.186,1.64E-104,macrophage,ITM2A
6.61E-109,-0.300802452,0.552,0.698,2.00E-104,macrophage,BTG1
6.99E-109,-0.473671566,0.114,0.281,2.11E-104,macrophage,IL6ST
7.84E-109,-0.447585235,0.205,0.395,2.37E-104,macrophage,N4BP2L2
1.01E-108,0.546456518,0.199,0.118,3.06E-104,macrophage,AGAP3
9.86E-108,0.54451765,0.15,0.066,2.98E-103,macrophage,FUCA1
1.24E-107,0.536618562,0.242,0.135,3.76E-103,macrophage,PPT1
1.76E-107,-0.373126451,0.248,0.441,5.33E-103,macrophage,MPHOSPH8
3.31E-107,-0.32418989,0.306,0.504,1.00E-102,macrophage,NACA
4.40E-107,-0.447881349,0.088,0.242,1.33E-102,macrophage,LTBP1
5.80E-107,-0.414898322,0.082,0.232,1.75E-102,macrophage,PLOD2
5.88E-107,-0.46495445,0.086,0.24,1.78E-102,macrophage,REV3L
6.29E-107,-0.432658615,0.097,0.254,1.90E-102,macrophage,PDGFRA
8.12E-107,-0.448680149,0.087,0.241,2.45E-102,macrophage,FAM134B
8.78E-107,0.458367934,0.124,0.029,2.65E-102,macrophage,FCGR2A
9.62E-107,-0.324569328,0.221,0.405,2.91E-102,macrophage,OST4
1.06E-106,-0.679244336,0.103,0.258,3.21E-102,macrophage,PTPRCAP
2.53E-106,-0.41005354,0.158,0.335,7.63E-102,macrophage,S100A13
4.31E-106,-0.399281123,0.114,0.276,1.30E-101,macrophage,FAM114A1
6.87E-106,-0.306000051,0.249,0.437,2.08E-101,macrophage,HSPA5
2.25E-105,-0.353601121,0.341,0.529,6.79E-101,macrophage,HLA-F
3.20E-105,0.447549753,0.434,0.293,9.66E-101,macrophage,NR4A2
4.54E-105,0.3091651,0.415,0.416,1.37E-100,macrophage,SLC25A3
5.11E-105,-0.453926057,0.069,0.212,1.54E-100,macrophage,ZEB1
6.74E-105,-0.313868125,0.407,0.605,2.04E-100,macrophage,RPL15
7.85E-105,0.4416784,0.278,0.222,2.37E-100,macrophage,QKI
1.00E-104,-0.397509675,0.085,0.233,3.02E-100,macrophage,FAP
1.04E-104,0.436475967,0.446,0.366,3.13E-100,macrophage,CEBPD
1.37E-104,0.513282017,0.164,0.077,4.13E-100,macrophage,TCN2
1.77E-104,0.51488573,0.202,0.122,5.35E-100,macrophage,IFNGR2
2.14E-104,0.496025851,0.158,0.082,6.47E-100,macrophage,ZNF385A
3.01E-104,-0.423868288,0.104,0.262,9.10E-100,macrophage,SPTBN1
3.76E-104,-0.519389159,0.088,0.24,1.14E-99,macrophage,LDHB
4.86E-104,-0.377287704,0.174,0.351,1.47E-99,macrophage,SERBP1
8.36E-104,-0.428900749,0.095,0.249,2.53E-99,macrophage,ANGPTL2
6.27E-103,0.359156274,0.538,0.508,1.89E-98,macrophage,EZR
7.50E-103,-0.30594255,0.289,0.48,2.27E-98,macrophage,SEC62
1.73E-102,0.438963092,0.107,0.022,5.23E-98,macrophage,LILRB1
2.12E-102,0.366276348,0.276,0.255,6.40E-98,macrophage,NOTCH2
2.63E-102,-0.385971013,0.304,0.499,7.95E-98,macrophage,IFI16
3.64E-102,0.547586186,0.186,0.098,1.10E-97,macrophage,PNPLA6
5.41E-102,0.355191391,0.411,0.378,1.64E-97,macrophage,PLTP
7.12E-102,-0.604393893,0.064,0.2,2.15E-97,macrophage,STK17A
2.39E-101,-0.588984275,0.078,0.224,7.23E-97,macrophage,RNF19A
2.69E-101,0.435524333,0.302,0.241,8.12E-97,macrophage,CSTB
2.82E-101,-0.441290328,0.107,0.265,8.52E-97,macrophage,CD248
2.97E-101,-0.475946491,0.137,0.304,8.98E-97,macrophage,SOX4
3.04E-101,-0.285542073,0.478,0.665,9.18E-97,macrophage,EIF1
6.58E-101,0.386543258,0.37,0.334,1.99E-96,macrophage,SERINC1
7.36E-101,-0.372119206,0.099,0.249,2.22E-96,macrophage,FKBP10
1.09E-100,-0.378106856,0.141,0.306,3.29E-96,macrophage,NFIX
1.22E-100,-0.567026611,0.396,0.512,3.69E-96,macrophage,CHI3L2
1.39E-100,0.455704966,0.243,0.188,4.20E-96,macrophage,ODF3B
6.42E-100,-0.475597356,0.041,0.163,1.94E-95,macrophage,RPL17
6.91E-100,0.519879078,0.118,0.03,2.09E-95,macrophage,FAM26F
7.49E-100,-0.535369795,0.24,0.42,2.26E-95,macrophage,MT1E
1.53E-99,0.569460962,0.183,0.084,4.61E-95,macrophage,OTUD1
1.67E-99,-0.589012826,0.069,0.208,5.05E-95,macrophage,CP
3.02E-99,0.386482669,0.292,0.263,9.11E-95,macrophage,TMEM219
3.02E-99,0.558267399,0.148,0.056,9.13E-95,macrophage,ATF5
4.35E-99,-0.420347161,0.25,0.436,1.32E-94,macrophage,BPTF
5.79E-99,-0.362947328,0.772,0.786,1.75E-94,macrophage,MT2A
6.82E-99,0.471747223,0.176,0.118,2.06E-94,macrophage,TPCN1
1.01E-98,0.459530015,0.307,0.24,3.06E-94,macrophage,MEF2A
1.10E-98,-0.263672972,0.595,0.756,3.33E-94,macrophage,RPL28
1.21E-98,-0.447876004,0.363,0.546,3.65E-94,macrophage,NNMT
1.30E-98,0.538816785,0.123,0.04,3.92E-94,macrophage,TET3
2.39E-98,0.51085839,0.151,0.058,7.22E-94,macrophage,PRKCD
2.65E-98,0.459315903,0.119,0.034,8.00E-94,macrophage,TLR4
2.88E-98,0.516434533,0.279,0.194,8.69E-94,macrophage,CHMP1B
3.17E-98,0.435873121,0.405,0.314,9.57E-94,macrophage,KLF4
3.49E-98,-0.346468676,0.122,0.276,1.06E-93,macrophage,LMAN1
3.51E-98,0.524935535,0.173,0.088,1.06E-93,macrophage,ATP6V1B2
4.53E-98,-0.406693875,0.204,0.384,1.37E-93,macrophage,EPB41L2
4.76E-98,-0.463778093,0.055,0.185,1.44E-93,macrophage,ODF2L
1.55E-97,-0.415722886,0.186,0.362,4.69E-93,macrophage,GOLM1
1.87E-97,-0.42318743,0.044,0.167,5.64E-93,macrophage,PALMD
2.15E-97,-0.498550037,0.126,0.287,6.50E-93,macrophage,YWHAZ
3.59E-97,-0.40170291,0.12,0.277,1.08E-92,macrophage,MAP7D3
5.29E-97,-0.706148021,0.102,0.242,1.60E-92,macrophage,CD3D
5.60E-97,0.416977877,0.216,0.17,1.69E-92,macrophage,ADAM9
5.88E-97,-0.676305123,0.047,0.168,1.78E-92,macrophage,RP11-94L15.2
9.52E-97,-0.354027894,0.138,0.298,2.87E-92,macrophage,GOLGA2
1.30E-96,-0.443563874,0.091,0.239,3.94E-92,macrophage,SETD5
1.40E-96,-0.425623857,0.069,0.204,4.22E-92,macrophage,MIF
1.46E-96,-0.355765576,0.053,0.179,4.42E-92,macrophage,RCN1
1.89E-96,-0.376530074,0.065,0.197,5.71E-92,macrophage,WWTR1
2.10E-96,-0.483589284,0.17,0.341,6.35E-92,macrophage,KMT2A
2.14E-96,0.563727062,0.204,0.103,6.45E-92,macrophage,ETS2
2.27E-96,-0.265405057,0.171,0.328,6.87E-92,macrophage,SEC31A
4.80E-96,-0.405298419,0.056,0.184,1.45E-91,macrophage,AKR1C1
5.87E-96,-0.448244995,0.16,0.329,1.77E-91,macrophage,MT-ND4L
2.39E-95,-0.486870469,0.12,0.277,7.22E-91,macrophage,FHL1
3.00E-95,0.533339088,0.209,0.118,9.08E-91,macrophage,CNPY3
3.09E-95,-0.573730186,0.116,0.27,9.33E-91,macrophage,SLFN5
4.47E-95,0.53702576,0.175,0.072,1.35E-90,macrophage,RAP2B
6.19E-95,-0.343346941,0.107,0.253,1.87E-90,macrophage,PPIC
7.02E-95,-0.422650287,0.209,0.387,2.12E-90,macrophage,SNED1
7.39E-95,-0.50312729,0.082,0.223,2.23E-90,macrophage,MXRA5
9.03E-95,-0.386382527,0.071,0.206,2.73E-90,macrophage,SORBS2
9.30E-95,-0.328471767,0.18,0.348,2.81E-90,macrophage,MORF4L1
9.68E-95,-0.306079493,0.2,0.37,2.92E-90,macrophage,PEBP1
1.18E-94,-0.445658093,0.167,0.337,3.57E-90,macrophage,COLEC12
1.74E-94,0.412013329,0.32,0.262,5.26E-90,macrophage,ARHGDIA
1.82E-94,-0.374349996,0.168,0.336,5.49E-90,macrophage,RBMS1
2.55E-94,-0.424695409,0.133,0.292,7.70E-90,macrophage,PBXIP1
2.78E-94,0.415766293,0.369,0.315,8.40E-90,macrophage,HLA-DRB5
4.31E-94,0.418764241,0.365,0.297,1.30E-89,macrophage,GRB2
5.04E-94,0.460758362,0.207,0.145,1.52E-89,macrophage,PLXNB2
6.28E-94,-0.378814559,0.191,0.364,1.90E-89,macrophage,CBX3
7.24E-94,-0.372925225,0.264,0.446,2.19E-89,macrophage,XAF1
9.79E-94,0.461288018,0.118,0.03,2.96E-89,macrophage,HAVCR2
1.08E-93,0.51342163,0.347,0.239,3.25E-89,macrophage,MARCKS
1.11E-93,0.363020656,0.359,0.333,3.36E-89,macrophage,C6ORF62
1.11E-93,0.505995327,0.32,0.209,3.37E-89,macrophage,RNASET2
1.46E-93,0.525749608,0.133,0.066,4.41E-89,macrophage,ABCA8
1.81E-93,-0.27382918,0.341,0.521,5.46E-89,macrophage,KTN1
2.03E-93,-0.253174507,0.433,0.616,6.12E-89,macrophage,DDX17
3.11E-93,0.369083706,0.231,0.209,9.39E-89,macrophage,ANPEP
3.34E-93,0.540736881,0.193,0.107,1.01E-88,macrophage,PPP3R1
4.37E-93,-0.41771789,0.143,0.304,1.32E-88,macrophage,HMGB1
6.79E-93,-0.263489511,0.718,0.685,2.05E-88,macrophage,IGHM
8.41E-93,0.54706128,0.242,0.114,2.54E-88,macrophage,CTSC
1.12E-92,-0.376258046,0.11,0.259,3.38E-88,macrophage,MAGI2-AS3
1.13E-92,0.521287201,0.281,0.178,3.41E-88,macrophage,ZYX
1.28E-92,-0.343034371,0.184,0.351,3.88E-88,macrophage,BTF3
1.41E-92,-0.456693354,0.103,0.251,4.25E-88,macrophage,SEMA5A
3.72E-92,-0.308823566,0.207,0.375,1.12E-87,macrophage,MAP4
5.02E-92,-0.666087163,0.051,0.17,1.52E-87,macrophage,CD3G
6.50E-92,-0.375810837,0.06,0.185,1.96E-87,macrophage,MSI2
8.41E-92,-0.469851829,0.081,0.219,2.54E-87,macrophage,CADM3
8.57E-92,-0.365113208,0.064,0.191,2.59E-87,macrophage,MT-ND6
8.82E-92,-0.380400929,0.09,0.23,2.66E-87,macrophage,CKAP4
1.01E-91,-0.353414525,0.172,0.337,3.04E-87,macrophage,BCLAF1
1.73E-91,-0.34894855,0.268,0.447,5.23E-87,macrophage,NBL1
1.78E-91,-0.459593073,0.153,0.316,5.38E-87,macrophage,GCC2
2.33E-91,0.473164,0.108,0.026,7.05E-87,macrophage,NLRP3
4.20E-91,-0.344609752,0.285,0.468,1.27E-86,macrophage,GOLGA4
5.32E-91,-0.408776898,0.121,0.273,1.61E-86,macrophage,CD82
5.43E-91,-0.378944362,0.058,0.183,1.64E-86,macrophage,PDGFRB
9.29E-91,-0.288692323,0.243,0.415,2.81E-86,macrophage,SOD1
1.25E-90,0.517308,0.214,0.138,3.77E-86,macrophage,GGA1
1.33E-90,-0.319520921,0.075,0.203,4.01E-86,macrophage,RBFOX2
2.09E-90,-0.361401593,0.11,0.254,6.33E-86,macrophage,MYL9
3.32E-90,-0.535755187,0.031,0.138,1.00E-85,macrophage,SLC38A1
3.92E-90,-0.324650273,0.253,0.427,1.19E-85,macrophage,GLTSCR2
5.53E-90,-0.258869433,0.212,0.374,1.67E-85,macrophage,C4ORF3
5.74E-90,0.393466181,0.28,0.238,1.73E-85,macrophage,GSTO1
5.90E-90,-0.350908537,0.074,0.204,1.78E-85,macrophage,SERPINH1
6.03E-90,0.378723813,0.32,0.285,1.82E-85,macrophage,FAM50A
7.11E-90,-0.413332591,0.148,0.305,2.15E-85,macrophage,HSPG2
7.69E-90,0.468912457,0.153,0.073,2.32E-85,macrophage,HNMT
1.35E-89,-0.610014466,0.174,0.323,4.07E-85,macrophage,IGFBP5
1.51E-89,-0.507444909,0.352,0.502,4.57E-85,macrophage,TNC
1.95E-89,-0.453274106,0.07,0.2,5.89E-85,macrophage,CLEC3B
2.10E-89,-0.340674458,0.03,0.134,6.33E-85,macrophage,SSPN
3.13E-89,0.444504853,0.199,0.133,9.46E-85,macrophage,RIN2
4.26E-89,0.507065882,0.185,0.099,1.29E-84,macrophage,MANBA
4.89E-89,-0.378362497,0.087,0.222,1.48E-84,macrophage,SOX5
6.43E-89,-0.389838041,0.141,0.297,1.94E-84,macrophage,RPL9
6.65E-89,-0.38257776,0.15,0.307,2.01E-84,macrophage,MEDAG
8.68E-89,0.50734001,0.171,0.062,2.62E-84,macrophage,MGAT4A
2.52E-88,-0.431925001,0.063,0.189,7.62E-84,macrophage,COL4A2
4.73E-88,0.480904217,0.145,0.049,1.43E-83,macrophage,RIN3
5.76E-88,-0.266440668,0.267,0.436,1.74E-83,macrophage,UBXN4
8.82E-88,0.481639689,0.195,0.122,2.66E-83,macrophage,COLGALT1
8.99E-88,0.363860979,0.236,0.204,2.71E-83,macrophage,C2
9.79E-88,-0.317515201,0.044,0.156,2.96E-83,macrophage,GPX8
1.23E-87,-0.310152184,0.039,0.146,3.72E-83,macrophage,GPC6
2.38E-87,-0.339937192,0.085,0.216,7.19E-83,macrophage,PCYOX1
2.86E-87,-0.377660642,0.039,0.149,8.64E-83,macrophage,ANGPTL1
2.88E-87,-0.340671806,0.137,0.287,8.70E-83,macrophage,WBP5
3.96E-87,-0.397738239,0.071,0.199,1.20E-82,macrophage,FOXC1
4.77E-87,-0.387378744,0.051,0.168,1.44E-82,macrophage,CDH11
4.81E-87,0.300575806,0.422,0.403,1.45E-82,macrophage,PCBP2
8.63E-87,-0.370045113,0.128,0.276,2.61E-82,macrophage,GAS5
1.35E-86,-0.325402152,0.098,0.234,4.08E-82,macrophage,CPQ
2.25E-86,0.44458752,0.165,0.113,6.80E-82,macrophage,SLC39A1
3.78E-86,-0.366060577,0.068,0.193,1.14E-81,macrophage,CSGALNACT1
4.68E-86,0.305712291,0.368,0.35,1.41E-81,macrophage,RAC1
5.01E-86,0.496880159,0.147,0.052,1.51E-81,macrophage,LGALS9
7.91E-86,0.459082451,0.153,0.084,2.39E-81,macrophage,DMXL2
8.60E-86,-0.33912288,0.265,0.439,2.60E-81,macrophage,FOXP1
1.27E-85,0.487267283,0.169,0.079,3.83E-81,macrophage,MTSS1
2.91E-85,-0.442445888,0.058,0.179,8.80E-81,macrophage,GOLGA8B
3.46E-85,-0.335506974,0.102,0.238,1.05E-80,macrophage,LTBP4
3.76E-85,-0.367228273,0.156,0.31,1.14E-80,macrophage,TERF2IP
4.82E-85,0.448928735,0.105,0.03,1.45E-80,macrophage,TNS3
5.31E-85,-0.511458836,0.142,0.293,1.60E-80,macrophage,STEAP4
5.45E-85,0.408764413,0.259,0.218,1.65E-80,macrophage,CSNK2B
5.48E-85,-0.346595698,0.099,0.235,1.66E-80,macrophage,AHI1
5.76E-85,-0.271526192,0.221,0.383,1.74E-80,macrophage,UBL5
6.43E-85,-0.330866775,0.046,0.158,1.94E-80,macrophage,SMARCA1
1.20E-84,-0.769465728,0.06,0.173,3.63E-80,macrophage,GZMA
1.67E-84,-0.384272494,0.059,0.179,5.05E-80,macrophage,PLXDC1
1.95E-84,-0.25617106,0.326,0.496,5.88E-80,macrophage,FUS
2.84E-84,-0.291591721,0.159,0.307,8.58E-80,macrophage,SEC63
2.94E-84,-0.510843599,0.25,0.419,8.87E-80,macrophage,RNA28S5
4.16E-84,-0.327963033,0.176,0.333,1.26E-79,macrophage,PPP3CA
4.27E-84,0.285939415,0.351,0.349,1.29E-79,macrophage,LAMTOR4
8.23E-84,-0.385672538,0.369,0.545,2.49E-79,macrophage,RRBP1
9.51E-84,-0.354507943,0.045,0.155,2.87E-79,macrophage,PDGFD
1.02E-83,-0.386521148,0.066,0.189,3.07E-79,macrophage,LHFP
9.35E-83,-0.315677596,0.044,0.151,2.82E-78,macrophage,TEAD1
1.06E-82,-0.395596083,0.086,0.217,3.21E-78,macrophage,TTC14
1.48E-82,0.506013132,0.14,0.063,4.47E-78,macrophage,SLC39A8
1.66E-82,-0.736297218,0.102,0.226,5.02E-78,macrophage,LTB
1.71E-82,0.460015204,0.3,0.217,5.18E-78,macrophage,LITAF
2.72E-82,-0.588078409,0.024,0.115,8.21E-78,macrophage,BCL11B
3.54E-82,0.338252754,0.221,0.201,1.07E-77,macrophage,CHID1
5.09E-82,-0.373574715,0.074,0.199,1.54E-77,macrophage,NPM1
9.96E-82,-0.282870227,0.191,0.345,3.01E-77,macrophage,SKP1
1.26E-81,-0.309610086,0.073,0.193,3.82E-77,macrophage,LAMC1
1.74E-81,-0.50078432,0.196,0.353,5.25E-77,macrophage,MT1X
1.74E-81,0.523633123,0.264,0.208,5.26E-77,macrophage,HSPA1B
2.73E-81,0.296198995,0.475,0.447,8.26E-77,macrophage,RBPJ
4.18E-81,-0.428556776,0.236,0.393,1.26E-76,macrophage,ITGB8
5.70E-81,0.310480928,0.265,0.257,1.72E-76,macrophage,ATOX1
5.92E-81,-0.437505999,0.045,0.154,1.79E-76,macrophage,ABLIM1
8.79E-81,-0.389298654,0.151,0.302,2.66E-76,macrophage,ZNF638
8.80E-81,-0.365967437,0.176,0.331,2.66E-76,macrophage,TNRC6B
1.17E-80,0.50872506,0.273,0.157,3.52E-76,macrophage,ARHGAP4
1.32E-80,-0.274015802,0.197,0.35,3.99E-76,macrophage,LDHA
1.99E-80,0.404504695,0.317,0.257,6.01E-76,macrophage,HERPUD1
